No,vuf,V_A,V_B,V_C,I_A,I_B,I_C,V_a,V_b,V_c,I_a,I_b,I_c,phase_B,phase_C,phase_a,phase_b,phase_c,faulted
6549,1.51651676501472e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.5,0.5,120,-120,0,120,-120,0
6550,0.000421710529031723,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6550,0.0148600600142696,129197,130388,132140,0,53,45.8,13428,13400,13713,428.8,498.6,507.6,118.19,-121.45,-0.01,118.51,-120.85,1
6551,0.00289847477323328,131895,131458,131529,30.3,35.3,30.2,13658,13594,13604,461.2,551.2,549.6,120.07,-120.13,0.34,120.45,-119.84,0
6551,1.55152088891634e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.5,0.5,120,-120,0,120,-120,0
6552,0.000421329806712068,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6552,0.0158893835921348,128925,130179,132054,0,57,49,13400,13367,13702,460.2,537,548.1,118.06,-121.56,-0.01,118.41,-120.92,1
6553,0.00464027561110554,131935,131242,131339,31.9,39.9,32,13664,13563,13577,467.8,611.8,612.6,120.13,-120.2,0.37,120.55,-119.91,0
6553,1.70756549559159e-05,133124,133122,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.5,0.5,120,-120,0,120,-120,0
6554,0.000420134794451808,133029,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6554,0.0164298059221306,129053,129895,131952,0,63.1,49.8,13413,13324,13691,467.5,595.9,610.1,117.97,-121.78,-0.01,118.39,-121.13,1
6555,0.00486259789945642,132118,131389,131494,28.5,36.9,28.6,13690,13584,13599,407.9,560.3,560.4,120.13,-120.21,0.34,120.52,-119.96,0
6555,1.71628981567166e-05,133124,133122,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.5,0.5,120,-120,0,120,-120,0
6556,0.000420647684485926,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6556,0.0147817787959325,129658,130177,132081,0,58,43.6,13476,13370,13707,408,547.4,558,118.19,-121.67,-0.01,118.59,-121.09,1
6557,0.00504256394615609,132217,131462,131565,26.8,35.4,26.9,13704,13595,13609,376.7,534.8,536.1,120.14,-120.22,0.32,120.52,-119.98,0
6557,1.76592190732439e-05,133124,133122,133122,0.7,0.7,0.7,13835,13834,13834,0.4,0.6,0.6,120,-120,0,120,-120,0
6558,0.000420552067957073,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.6,0.6,119.95,-120.03,-0.01,119.95,-120.02,1
6558,0.0139164013485844,129983,130320,132138,0,55.5,40.4,13510,13393,13714,376.9,523.4,533.7,118.3,-121.61,-0.01,118.7,-121.08,1
6559,0.0057826143641117,132111,131247,131366,30,39.8,30.1,13689,13564,13580,421.1,602.4,603.8,120.16,-120.25,0.36,120.58,-119.99,0
6559,1.84315185942489e-05,133124,133122,133122,0.7,0.7,0.7,13835,13834,13834,0.4,0.6,0.6,120,-120,0,120,-120,0
6560,0.000420102956810819,133029,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.6,0.6,119.95,-120.03,-0.01,119.95,-120.02,1
6560,0.0155612129947729,129631,129975,132005,0,62.2,45,13473,13339,13698,421.5,588.1,600.7,118.1,-121.81,-0.01,118.55,-121.21,1
6561,0.00016613680213832,131872,131849,131872,27.1,27.1,26.8,13654,13651,13654,436.5,441.5,436.9,119.99,-120.01,0.29,120.28,-119.73,0
6561,1.2644083231978e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6562,0.000423971237300244,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6562,0.0152463360406029,128852,130713,132244,0,45.9,46.4,13392,13449,13725,434.5,430.7,436.8,118.26,-121.17,-0.01,118.49,-120.56,1
6563,0.000180515837527766,131993,131972,132000,24.6,24.5,24.2,13671,13668,13672,394.5,399.3,393.6,119.99,-120.01,0.26,120.25,-119.76,0
6563,1.26452210732119e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6564,0.000422634266941087,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6564,0.0138991966936063,129253,130937,132342,0,41.8,42,13434,13484,13737,392.9,390.4,393.5,118.41,-121.07,-0.01,118.62,-120.51,1
6565,0.000878094146182223,131941,131803,131845,26.7,28,26.4,13664,13644,13650,421.5,450,445,120.01,-120.05,0.29,120.31,-119.78,0
6565,1.35210164210966e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6566,0.000422508860247169,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6566,0.0146643829850328,129081,130678,132245,0,46.8,44.9,13416,13444,13726,420,439.4,444.6,118.28,-121.23,-0.01,118.53,-120.64,1
6567,0.000780561799817047,132120,131996,132036,22.9,24.1,22.6,13690,13672,13677,359,384.6,379.4,120.01,-120.04,0.25,120.26,-119.81,0
6567,1.34758297892493e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6568,0.000423009559339469,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6568,0.0126112186229415,129672,131025,132389,0,40.3,38.4,13478,13499,13744,357.9,376.8,379.1,118.52,-121.06,-0.01,118.74,-120.56,1
6569,0.00440494577105701,132188,131516,131640,26.6,34,26.3,13700,13603,13620,378.2,519,513.4,120.11,-120.2,0.31,120.47,-119.97,0
6569,1.74979606954096e-05,133124,133122,133122,0.7,0.8,0.7,13835,13834,13834,0.5,0.6,0.6,120,-120,0,120,-120,0
6570,0.000422849011093833,133028,133090,133131,0,1.3,1.3,13826,13829,13836,0.5,0.6,0.6,119.95,-120.03,-0.01,119.95,-120.02,1
6570,0.0140105491840493,129888,130380,132191,0,53.9,40.5,13500,13401,13721,378.2,507.9,511.3,118.29,-121.56,-0.01,118.66,-121.03,1
6571,0.00519136381858193,132084,131294,131440,29.9,38.5,29.4,13685,13571,13591,422.4,588.2,581.9,120.13,-120.24,0.35,120.53,-119.97,0
6571,1.76502968488958e-05,133124,133122,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.6,0.6,120,-120,0,120,-120,0
6572,0.000420648014322719,133029,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.6,0.6,119.95,-120.03,-0.01,119.95,-120.02,1
6572,0.0156996824513271,129544,130027,132060,0,60.8,45.1,13464,13346,13705,422.4,574.1,579.1,118.09,-121.77,-0.01,118.51,-121.17,1
6573,0.0162930460256054,132580,130124,130556,37.4,62.1,36.6,13758,13403,13462,374.5,911,901.5,120.41,-120.73,0.49,121.08,-120.53,0
6573,2.7668747426554e-05,133125,133121,133121,0.7,0.8,0.8,13835,13834,13834,0.5,1,1,120,-120,0,120,-120,0
6574,0.000419930862208563,133029,133089,133131,0,1.3,1.3,13826,13829,13836,0.5,1,1,119.95,-120.03,-0.01,119.95,-120.02,1
6574,0.0253310277027057,131165,128608,131703,0,93.4,40.5,13633,13137,13669,378.3,888.9,889.9,117.78,-123.02,-0.01,118.62,-122.48,1
6575,0.0172054059600834,132655,130062,130518,37.5,63.3,36.7,13769,13394,13457,358.6,926.8,917.2,120.43,-120.77,0.49,121.12,-120.58,0
6575,2.69166252898895e-05,133125,133121,133121,0.7,0.8,0.7,13835,13834,13834,0.4,0.9,0.9,120,-120,0,120,-120,0
6576,0.000419636962782284,133029,133089,133131,0,1.3,1.3,13826,13829,13836,0.4,0.9,0.9,119.95,-120.03,-0.01,119.95,-120.02,1
6576,0.0262741133466722,131414,128554,131701,0,95.1,38.9,13659,13129,13670,362.5,904.8,904.9,117.81,-123.09,-0.01,118.66,-122.58,1
6577,0.0240671834101407,132787,129178,129826,45.8,80.9,44.8,13790,13268,13356,382.1,1178.8,1167.6,120.6,-121.08,0.6,121.49,-120.9,0
6577,3.66331973913192e-05,133125,133120,133121,0.7,0.8,0.8,13835,13834,13834,0.4,1.2,1.2,120,-120,0,120,-120,0
6578,0.000415251093394892,133031,133088,133130,0,1.3,1.3,13827,13828,13836,0.4,1.2,1.2,119.95,-120.03,-0.01,119.95,-120.02,1
6578,0.035185224780705,131844,127392,131362,0,120.2,41.6,13703,12956,13631,388.4,1146.6,1147.2,117.42,-123.97,-0.01,118.56,-123.42,1
6579,0.0238056088181757,132581,129013,129665,48.9,84.1,47.8,13760,13245,13333,447.5,1230.9,1217.5,120.59,-121.07,0.64,121.51,-120.85,0
6579,3.93985363323543e-05,133125,133120,133120,0.8,0.8,0.8,13835,13834,13834,0.4,1.3,1.3,120,-120,0,120,-120,0
6580,0.000416641876268831,133031,133087,133130,0,1.4,1.3,13827,13828,13836,0.4,1.3,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
6580,0.0354015138896073,131159,127085,131224,0,125.1,48.5,13632,12906,13613,454.4,1193.7,1195.8,117.18,-124.1,-0.01,118.34,-123.46,1
6581,0.000175035797985085,131890,131866,131891,26.7,26.7,26.4,13656,13653,13657,430.1,435.4,430.6,119.99,-120.01,0.28,120.27,-119.74,0
6581,1.26302927341515e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13835,0.4,0.4,0.4,120,-120,0,120,-120,0
6582,0.00042158692966765,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.96,-120.03,-0.01,119.95,-120.02,1
6582,0.0150432323309049,128914,130745,132259,0,45.3,45.7,13399,13454,13727,428.2,424.9,430.5,118.28,-121.15,-0.01,118.51,-120.55,1
6583,0.000179331397154434,132011,131987,132013,24.2,24.2,23.9,13674,13670,13674,388.5,393.8,388.7,119.99,-120.01,0.25,120.25,-119.76,0
6583,1.26303424264133e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.5,0.5,120,-120,0,120,-120,0
6584,0.000425316774204137,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6584,0.0136684252737147,129314,130967,132352,0,41.2,41.4,13440,13489,13738,386.9,385.2,388.6,118.44,-121.05,-0.01,118.64,-120.51,1
6585,0.00080077522085628,131978,131851,131893,25.8,27,25.5,13669,13651,13657,407.9,434.2,428.8,120.01,-120.04,0.28,120.29,-119.78,0
6585,1.33265435048426e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6586,0.000422791015693818,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6586,0.0142391007307206,129203,130761,132281,0,45.3,43.4,13429,13457,13730,406.5,424.2,428.4,118.33,-121.19,-0.01,118.58,-120.61,1
6587,0.000877103417840007,131941,131801,131849,26.7,28,26.3,13664,13644,13651,421.4,450.3,444,120.01,-120.05,0.29,120.3,-119.78,0
6587,1.35050494095129e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6588,0.000421206342562755,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.96,-120.03,-0.01,119.95,-120.02,1
6588,0.0147215271351358,129079,130675,132251,0,46.9,44.8,13416,13444,13726,419.9,439.7,443.6,118.27,-121.23,-0.01,118.53,-120.64,1
6589,0.00527775136160677,132008,131203,131357,31.5,40.3,31,13674,13558,13579,449,617.8,610.3,120.13,-120.24,0.37,120.55,-119.96,0
6589,1.84114477688653e-05,133124,133122,133122,0.7,0.7,0.7,13835,13834,13834,0.4,0.6,0.6,120,-120,0,120,-120,0
6590,0.000419782754718979,133029,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.6,0.6,119.95,-120.03,-0.01,119.95,-120.02,1
6590,0.0165661299575529,129292,129869,132000,0,63.7,47.9,13438,13321,13698,449,602,607.3,117.98,-121.85,-0.01,118.41,-121.22,1
6591,0.00543283490604325,132125,131295,131455,29.4,38.4,28.9,13691,13571,13593,411,585.7,577.6,120.13,-120.25,0.35,120.54,-120,0
6591,1.79304098123345e-05,133124,133122,133122,0.7,0.7,0.7,13835,13834,13834,0.4,0.6,0.6,120,-120,0,120,-120,0
6592,0.000420973837476646,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.6,0.6,119.95,-120.03,-0.01,119.95,-120.02,1
6592,0.0155936241488763,129677,130045,132082,0,60.6,43.9,13478,13349,13709,411.2,571.9,574.7,118.11,-121.78,-0.01,118.53,-121.2,1
6593,0.0259678770941008,132844,128940,129681,48,85.2,46.4,13798,13234,13335,380.2,1243.3,1225.9,120.63,-121.18,0.63,121.56,-121.01,0
6593,3.88745619330914e-05,133125,133120,133120,0.7,0.8,0.8,13835,13834,13834,0.4,1.3,1.3,120,-120,0,120,-120,0
6594,0.000416272857377643,133031,133087,133130,0,1.4,1.3,13827,13828,13836,0.4,1.3,1.3,119.95,-120.03,-0.01,119.95,-120.02,1
6594,0.0379092086015206,132031,127087,131318,0,126.6,41.5,13723,12910,13628,386.9,1208.4,1202.8,117.32,-124.22,-0.01,118.53,-123.68,1
6595,0.0283599351023996,132635,128380,129219,55.2,96,53.1,13769,13155,13268,470.1,1406.8,1383.8,120.68,-121.3,0.73,121.73,-121.08,0
6595,4.21581688284349e-05,133125,133119,133120,0.8,0.8,0.8,13835,13834,13834,0.4,1.4,1.4,120,-120,0,120,-120,0
6596,0.000416200476996237,133031,133087,133130,0,1.4,1.3,13827,13828,13836,0.4,1.4,1.4,119.95,-120.03,-0.01,119.95,-120.02,1
6596,0.041696334081902,131335,126244,131020,0,142.4,51,13650,12780,13592,478.6,1360.1,1354.8,116.85,-124.73,-0.01,118.2,-124.05,1
6597,0.0914952839046277,134052,120730,124175,121.7,233.4,115.9,13992,12082,12534,421.6,3394.2,3337.3,121.95,-124.41,1.58,124.69,-124.56,0
6597,9.57387366848026e-05,133127,133113,133115,0.8,0.9,0.8,13835,13833,13833,0.4,3.3,3.3,120,-120,0,120.01,-120,0
6598,0.000413539950983316,133038,133079,133128,0,1.5,1.3,13827,13827,13836,0.4,3.3,3.3,119.95,-120.04,-0.01,119.95,-120.03,1
6598,0.124466850511819,136240,116775,128899,0,333.1,47.7,14160,11406,13365,446.6,3196.2,3162,114.24,-131.79,-0.01,118.06,-131.15,1
6599,0.00010366148186499,133127,133112,133114,0.8,1,0.8,13835,13833,13833,0.5,3.6,3.6,120,-120,0,120.01,-120,0
6599,0.082171398815842,133930,121908,124896,111.5,213.3,106.3,13971,12246,12639,418,3102.2,3051.3,121.79,-123.93,1.45,124.26,-124.02,0
6600,0.00041576296157172,133038,133077,133128,0,1.6,1.3,13827,13827,13836,0.5,3.6,3.6,119.95,-120.04,-0.01,119.95,-120.03,1
6600,0.112428613987664,135774,118224,129205,0,305.9,47.1,14112,11615,13398,440.7,2934.7,2904.9,114.67,-130.77,-0.01,118.12,-130.14,1
6601,1.24142382573744e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6601,9.062588392233e-05,131879,131893,131891,26.6,26.4,26.6,13655,13657,13657,432.3,429.2,429.1,120,-120,0.28,120.27,-119.72,0
6602,0.000422801127174837,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6602,0.0149627588882749,128877,130780,132246,0,44.7,45.9,13395,13459,13724,430.3,418.9,429.1,118.3,-121.12,-0.01,118.52,-120.51,1
6603,1.24128962220629e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6603,8.96944391097683e-05,132074,132088,132086,22.5,22.4,22.6,13683,13685,13685,365.2,362.1,362.2,120,-120,0.23,120.23,-119.76,0
6604,0.000423797193588758,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6604,0.0127174270196534,129523,131137,132393,0,38,39,13462,13516,13743,363.9,354.7,362.3,118.56,-120.95,-0.01,118.74,-120.44,1
6605,0.000371127509169987,131955,132003,131947,24.6,24.6,25.3,13666,13673,13665,406.4,394.9,406.1,120.02,-119.97,0.25,120.28,-119.71,0
6605,1.23525571735729e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6606,0.000423008151557672,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6606,0.0136684778272243,129130,130971,132267,0,41.3,43.3,13421,13489,13726,404.8,386,406.3,118.45,-121,-0.01,118.66,-120.43,1
6607,0.000376130132960613,132018,132067,132009,23.3,23.3,24,13675,13682,13674,384.8,373.1,384.7,120.02,-119.97,0.24,120.26,-119.72,0
6607,1.23492439692096e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6608,0.000423686780610518,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6608,0.0129369486191646,129339,131087,132313,0,39.1,41,13443,13508,13732,383.3,365.2,384.8,118.54,-120.94,-0.01,118.73,-120.41,1
6609,0.000735603534689313,132025,132106,131989,22.8,23.1,24.3,13676,13688,13671,383.4,363.2,387.4,120.04,-119.95,0.23,120.29,-119.7,0
6609,1.23253850320199e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6610,0.000423066232483167,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6610,0.0124131432099571,129361,131149,132275,0,38.1,40.9,13445,13518,13725,382.1,355.6,387.6,118.6,-120.88,-0.01,118.79,-120.35,1
6611,0.000830228980500362,131756,131850,131719,28.2,28.4,29.8,13637,13651,13632,475.5,452.2,479.1,120.04,-119.94,0.29,120.35,-119.63,0
6611,1.23027576451396e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.4,0.5,120,-120,0,120,-120,0
6612,0.000423741840978518,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.4,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6612,0.0153865534181591,128472,130677,132063,0,47,50.4,13353,13442,13698,473.3,440.5,479.4,118.27,-121.09,-0.01,118.5,-120.43,1
6613,0.000927602900511898,131696,131794,131646,29.4,29.8,31.2,13628,13643,13621,496.7,472,502.8,120.05,-119.94,0.3,120.37,-119.61,0
6613,1.23117066672034e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.4,0.5,120,-120,0,120,-120,0
6614,0.000423690722368934,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.4,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6614,0.015935280066583,128275,130575,132000,0,48.9,52.6,13332,13426,13690,494.4,459.4,503.1,118.2,-121.13,-0.01,118.45,-120.44,1
6615,0.000867206092957607,131817,131913,131775,26.9,27.2,28.6,13646,13660,13640,454.8,431,459.6,120.05,-119.94,0.28,120.34,-119.64,0
6615,1.22289494443458e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.5,120,-120,0,120,-120,0
6616,0.000422937518030509,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6616,0.0146343474087367,128675,130790,132103,0,44.9,48.3,13374,13460,13703,452.9,420.4,459.9,118.35,-121.04,-0.01,118.58,-120.4,1
6617,0.000967932168372993,131781,131888,131734,27.6,27.9,29.5,13641,13656,13634,467.3,440.6,472.4,120.05,-119.93,0.28,120.35,-119.63,0
6617,1.22554516102505e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.5,0.5,120,-120,0,120,-120,0
6618,0.000424433802614819,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6618,0.0149383588353843,128554,130741,132066,0,45.8,49.6,13361,13452,13698,465.3,429.5,472.7,118.32,-121.05,-0.01,118.55,-120.4,1
6619,0.000918342201545848,131777,131876,131730,27.7,28.1,29.5,13640,13655,13633,468.7,444,474.3,120.05,-119.94,0.28,120.35,-119.63,0
6619,1.23192547550052e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.5,0.5,120,-120,0,120,-120,0
6620,0.000424920705452764,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6620,0.015027159137925,128543,130723,132066,0,46.1,49.7,13360,13449,13698,466.7,432.7,474.6,118.31,-121.06,-0.01,118.54,-120.41,1
6621,0.000405929754821164,131993,132003,132055,24.3,23.6,23.6,13671,13673,13680,390.3,389.7,377.4,119.97,-120.01,0.25,120.21,-119.76,0
6621,1.23297618091219e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13835,0.4,0.4,0.4,120,-120,0,120,-120,0
6622,0.000422229616746333,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6622,0.0140766704158794,129254,130979,132387,0,40.8,41.6,13434,13491,13743,388.5,381.1,377.4,118.41,-121.04,-0.01,118.61,-120.5,1
6623,0.000343635958471446,131882,131887,131933,26.7,26,26,13655,13656,13663,429.3,429.5,418.8,119.98,-120.01,0.28,120.25,-119.73,0
6623,1.23421764562e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.5,0.5,120,-120,0,120,-120,0
6624,0.000426041656731369,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6624,0.0153049793402755,128885,130769,132293,0,44.7,45.6,13396,13457,13731,427.2,419.1,418.7,118.27,-121.14,-0.01,118.49,-120.54,1
6625,1.24748875794968e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.5,0.5,120,-120,0,120,-120,0
6625,4.95019129475366e-05,131808,131802,131802,28.2,28.3,28.2,13645,13644,13644,458.2,459.1,459.4,120,-120,0.3,120.3,-119.71,0
6626,0.000424607577660746,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6626,0.0157771964455083,128643,130623,132180,0,47.7,48.6,13371,13434,13716,456.1,447.4,459.4,118.2,-121.2,-0.01,118.44,-120.56,1
6627,1.25568627794632e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6627,5.26157287096627e-05,132029,132026,132035,23.6,23.6,23.5,13677,13676,13677,381.4,382.1,380.3,120,-120,0.25,120.24,-119.76,0
6628,0.00042404671281658,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6628,0.0133192674264599,129375,131030,132360,0,40,40.7,13447,13499,13739,380,374,380.3,118.48,-121.01,-0.01,118.68,-120.47,1
6629,0.00058369638060044,131817,131810,131732,27.9,28.9,29,13646,13645,13634,460.1,458.5,476.6,120.04,-119.98,0.29,120.35,-119.68,0
6629,1.29243883634829e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6630,0.000422563009035601,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
6630,0.0150681179897125,128671,130644,132103,0,47.6,48.8,13373,13438,13705,458.3,447,476.6,118.26,-121.16,-0.01,118.51,-120.52,1
6631,0.000661720620775777,131927,131935,131838,25.5,26.5,26.8,13662,13663,13649,422.2,417.2,438.9,120.05,-119.97,0.27,120.33,-119.7,0
6631,1.27628645872714e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.5,0.5,120,-120,0,120,-120,0
6632,0.000423512698190856,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.4,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6632,0.0136673965065986,129036,130866,132177,0,43.5,44.9,13411,13473,13714,420.7,407.6,439,118.42,-121.04,-0.01,118.65,-120.46,1
6633,0.00090190500923006,131943,131911,131804,25.5,27.2,27,13664,13660,13644,420.8,423.5,448.7,120.06,-119.98,0.27,120.35,-119.71,0
6633,1.30506115834231e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.5,0.5,0.5,120,-120,0,120,-120,0
6634,0.000423979966021551,133027,133091,133131,0,1.3,1.3,13826,13829,13836,0.5,0.5,0.5,119.95,-120.03,-0.01,119.95,-120.02,1
6634,0.0133962463480399,129090,130840,132153,0,44.2,44.8,13417,13469,13710,419.4,413.8,448.7,118.43,-121.07,-0.01,118.67,-120.48,1
6635,0.000853047053068155,131750,131737,131624,29.3,30.8,30.9,13636,13635,13618,485.7,484.2,510.2,120.06,-119.98,0.31,120.39,-119.66,0
6635,1.30757678310366e-05,133124,133123,133123,0.7,0.7,0.7,13835,13834,13834,0.4,0.4,0.4,120,-120,0,120,-120,0
6636,0.000421870879520183,133028,133091,133131,0,1.3,1.3,13826,13829,13836,0.4,0.4,0.4,119.95,-120.03,-0.01,119.95,-120.02,1
